fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
07.фев;0.6;0.04;02.май;0.076;18;88;0.99745;мар.53;0.55;09.май;5;0
09.фев;0.56;0.18;01.июн;0.078;10;21;0.99576;мар.15;0.49;09.сен;5;0
07.июн;0.715;0;02.янв;0.068;30;35;0.99533;мар.48;0.65;11.апр;6;1
08.апр;0.31;0.29;03.янв;0.194;14;26;0.99536;мар.22;0.78;12;6;1
07.фев;0.6;0.04;02.май;0.076;18;88;0.99745;мар.53;0.55;09.май;5;0
08.авг;0.61;0.19;4;0.094;30;69;0.99787;мар.22;0.5;10;6;1
08.сен;0.75;0.14;02.май;0.086;9;30;0.99824;мар.34;0.64;10.май;5;0
9;0.8;0.12;02.апр;0.083;8;28;0.99836;мар.33;0.65;10.апр;6;1
10.июл;0.52;0.38;02.июн;0.066;29;56;0.99577;мар.15;0.79;12.янв;7;1
06.авг;0.57;0;02.май;0.072;32;64;0.99491;мар.43;0.56;11.фев;6;1
10.июл;0.9;0.34;06.июн;0.112;23;99;1.00289;мар.22;0.68;09.мар;5;0
07.фев;0.34;0.24;2;0.071;30;52;0.99576;мар.44;0.58;10.янв;5;0
07.фев;0.66;0.03;02.мар;0.078;16;86;0.99743;мар.53;0.57;09.июл;5;0
10.янв;0.45;0.23;01.сен;0.082;10;18;0.99774;мар.22;0.65;09.мар;6;1
07.фев;0.66;0.03;02.мар;0.078;16;86;0.99743;мар.53;0.57;09.июл;5;0
07.фев;0.63;0.03;02.фев;0.08;17;88;0.99745;мар.53;0.58;09.авг;6;1
07.янв;0.59;0.01;02.мар;0.08;27;43;0.9955;мар.42;0.58;10.июл;6;1
08.мар;0.31;0.39;02.апр;0.078;17;43;0.99444;мар.31;0.77;12.май;7;1
07.янв;0.59;0.01;02.мар;0.08;27;43;0.9955;мар.42;0.58;10.июл;6;1
08.мар;0.31;0.39;02.апр;0.078;17;43;0.99444;мар.31;0.77;12.май;7;1
08.мар;01.фев;0.02;03.апр;0.084;6;11;0.99892;мар.48;0.49;11;3;0
08.сен;0.31;0.36;02.июн;0.056;10;39;0.99562;03.апр;0.69;11.авг;5;0
07.апр;0.635;0.1;02.апр;0.08;16;33;0.99736;мар.58;0.69;10.авг;7;1
07.апр;0.635;0.1;02.апр;0.08;16;33;0.99736;мар.58;0.69;10.авг;7;1
06.авг;0.59;0.06;6;0.06;11;18;0.9962;мар.41;0.59;10.авг;7;1
06.авг;0.59;0.06;6;0.06;11;18;0.9962;мар.41;0.59;10.авг;7;1
09.фев;0.58;0.2;3;0.081;15;115;0.998;мар.23;0.59;09.май;5;0
07.фев;0.54;0.27;02.июн;0.084;12;78;0.9964;мар.39;0.71;11;5;0
06.янв;0.56;0;02.фев;0.079;6;9;0.9948;мар.59;0.54;11.май;6;1
07.апр;0.52;0.13;02.апр;0.078;34;61;0.99528;мар.43;0.59;10.авг;6;1
07.мар;0.305;0.39;01.фев;0.059;7;11;0.99331;мар.29;0.52;11.май;6;1
09.мар;0.38;0.48;03.авг;0.132;3;11;0.99577;мар.23;0.57;13.фев;6;1
09.янв;0.28;0.46;9;0.114;3;9;0.99901;мар.18;0.6;10.сен;6;1
10;0.46;0.44;02.сен;0.065;4;8;0.99674;мар.33;0.62;12.фев;6;1
09.апр;0.395;0.46;04.июн;0.094;3;10;0.99639;мар.27;0.64;12.фев;7;1
07.мар;0.305;0.39;01.фев;0.059;7;11;0.99331;мар.29;0.52;11.май;6;1
08.июн;0.315;0.4;02.фев;0.079;3;6;0.99512;мар.27;0.67;11.сен;6;1
05.мар;0.715;0.19;01.май;0.161;7;62;0.99395;мар.62;0.61;11;5;0
06.авг;0.41;0.31;08.авг;0.084;26;45;0.99824;мар.38;0.64;10.янв;6;1
08.апр;0.36;0.32;02.фев;0.081;32;79;0.9964;03.мар;0.72;11;6;1
08.апр;0.62;0.12;01.авг;0.072;38;46;0.99504;мар.38;0.89;11.авг;6;1
09.июн;0.41;0.37;02.мар;0.091;10;23;0.99786;мар.24;0.56;10.май;5;0
08.апр;0.36;0.32;02.фев;0.081;32;79;0.9964;03.мар;0.72;11;6;1
08.апр;0.62;0.12;01.авг;0.072;38;46;0.99504;мар.38;0.89;11.авг;6;1
06.авг;0.41;0.31;08.авг;0.084;26;45;0.99824;мар.38;0.64;10.янв;6;1
08.июн;0.47;0.27;02.мар;0.055;14;28;0.99516;мар.18;0.8;11.фев;5;0
08.июн;0.22;0.36;01.сен;0.064;53;77;0.99604;мар.47;0.87;11;7;1
09.апр;0.24;0.33;02.мар;0.061;52;73;0.99786;мар.47;0.9;10.фев;6;1
08.апр;0.67;0.19;02.фев;0.093;11;75;0.99736;03.фев;0.59;09.фев;4;0
08.июн;0.47;0.27;02.мар;0.055;14;28;0.99516;мар.18;0.8;11.фев;5;0
08.июл;0.33;0.38;03.мар;0.063;10;19;0.99468;03.мар;0.73;12;7;1
06.июн;0.61;0.01;01.сен;0.08;8;25;0.99746;мар.69;0.73;10.май;5;0
07.апр;0.61;0.01;2;0.074;13;38;0.99748;мар.48;0.65;09.авг;5;0
07.июн;0.4;0.29;01.сен;0.078;29;66;0.9971;мар.45;0.59;09.май;6;1
07.апр;0.61;0.01;2;0.074;13;38;0.99748;мар.48;0.65;09.авг;5;0
06.июн;0.61;0.01;01.сен;0.08;8;25;0.99746;мар.69;0.73;10.май;5;0
08.авг;0.3;0.38;02.мар;0.06;19;72;0.99543;мар.39;0.72;11.авг;6;1
08.авг;0.3;0.38;02.мар;0.06;19;72;0.99543;мар.39;0.72;11.авг;6;1
12;0.63;0.5;01.апр;0.071;6;26;0.99791;03.июл;0.6;10.апр;4;0
07.фев;0.38;0.38;02.авг;0.068;23;42;0.99356;мар.34;0.72;12.сен;7;1
06.фев;0.46;0.17;01.июн;0.073;7;11;0.99425;мар.61;0.54;11.апр;5;0
09.июн;0.33;0.52;02.фев;0.074;13;25;0.99509;мар.36;0.76;12.апр;7;1
09.сен;0.27;0.49;5;0.082;9;17;0.99484;мар.19;0.52;12.май;7;1
10.янв;0.43;0.4;02.июн;0.092;13;52;0.99834;мар.22;0.64;10;7;1
09.авг;0.5;0.34;02.мар;0.094;10;45;0.99864;мар.24;0.6;09.июл;7;1
08.мар;0.3;0.49;03.авг;0.09;11;24;0.99498;мар.27;0.64;12.янв;7;1
10.фев;0.44;0.42;2;0.071;7;20;0.99566;мар.14;0.79;11.янв;7;1
10.фев;0.44;0.58;04.янв;0.092;11;24;0.99745;мар.29;0.99;12;7;1
08.мар;0.28;0.48;02.янв;0.093;6;12;0.99408;мар.26;0.62;12.апр;7;1
08.сен;0.12;0.45;01.авг;0.075;10;21;0.99552;мар.41;0.76;11.сен;7;1
08.сен;0.12;0.45;01.авг;0.075;10;21;0.99552;мар.41;0.76;11.сен;7;1
08.сен;0.12;0.45;01.авг;0.075;10;21;0.99552;мар.41;0.76;11.сен;7;1
08.мар;0.28;0.48;02.янв;0.093;6;12;0.99408;мар.26;0.62;12.апр;7;1
08.фев;0.31;0.4;02.фев;0.058;6;10;0.99536;мар.31;0.68;11.фев;7;1
10.фев;0.34;0.48;02.янв;0.052;5;9;0.99458;03.фев;0.69;12.янв;7;1
07.июн;0.43;0.4;02.июл;0.082;6;11;0.99538;мар.44;0.54;12.фев;6;1
08.май;0.21;0.52;01.сен;0.09;9;23;0.99648;мар.36;0.67;10.апр;5;0
9;0.36;0.52;02.янв;0.111;5;10;0.99568;мар.31;0.62;11.мар;6;1
09.май;0.37;0.52;2;0.088;12;51;0.99613;мар.29;0.58;11.янв;6;1
06.апр;0.57;0.12;02.мар;0.12;25;36;0.99519;мар.47;0.71;11.мар;7;1
8;0.59;0.05;2;0.089;12;32;0.99735;мар.36;0.61;10;5;0
08.май;0.47;0.27;01.сен;0.058;18;38;0.99518;мар.16;0.85;11.янв;6;1
07.янв;0.56;0.14;01.июн;0.078;7;18;0.99592;мар.27;0.62;09.мар;5;0
06.июн;0.57;0.02;02.янв;0.115;6;16;0.99654;мар.38;0.69;09.май;5;0
08.авг;0.27;0.39;2;0.1;20;27;0.99546;мар.15;0.69;11.фев;6;1
08.май;0.47;0.27;01.сен;0.058;18;38;0.99518;мар.16;0.85;11.янв;6;1
08.мар;0.34;0.4;02.апр;0.065;24;48;0.99554;мар.34;0.86;11;6;1
9;0.38;0.41;02.апр;0.103;6;10;0.99604;мар.13;0.58;11.сен;7;1
08.май;0.66;0.2;02.янв;0.097;23;113;0.99733;мар.13;0.48;09.фев;5;0
9;0.4;0.43;02.апр;0.068;29;46;0.9943;03.фев;0.6;12.фев;6;1
06.июл;0.56;0.09;02.сен;0.079;7;22;0.99669;мар.46;0.61;10.фев;5;0
10.апр;0.26;0.48;01.сен;0.066;6;10;0.99724;мар.33;0.87;10.сен;6;1
10.апр;0.26;0.48;01.сен;0.066;6;10;0.99724;мар.33;0.87;10.сен;6;1
10.янв;0.38;0.5;02.апр;0.104;6;13;0.99643;мар.22;0.65;11.июн;7;1
08.май;0.34;0.44;01.июл;0.079;6;12;0.99605;мар.52;0.63;10.июл;5;0
08.авг;0.33;0.41;05.сен;0.073;7;13;0.99658;03.мар;0.62;12.янв;7;1
07.фев;0.41;0.3;02.янв;0.083;35;72;0.997;мар.44;0.52;09.апр;5;0
07.фев;0.41;0.3;02.янв;0.083;35;72;0.997;мар.44;0.52;09.апр;5;0
08.апр;0.59;0.29;02.июн;0.109;31;119;0.99801;мар.15;0.5;09.янв;5;0
7;0.4;0.32;03.июн;0.061;9;29;0.99416;мар.28;0.49;11.мар;7;1
12.фев;0.45;0.49;01.апр;0.075;3;6;0.9969;мар.13;0.63;10.апр;5;0
09.янв;0.5;0.3;01.сен;0.065;8;17;0.99774;мар.32;0.71;10.май;6;1
09.май;0.86;0.26;01.сен;0.079;13;28;0.99712;мар.25;0.62;10;5;0
07.мар;0.52;0.32;02.янв;0.07;51;70;0.99418;мар.34;0.82;12.сен;6;1
09.янв;0.5;0.3;01.сен;0.065;8;17;0.99774;мар.32;0.71;10.май;6;1
12.фев;0.45;0.49;01.апр;0.075;3;6;0.9969;мар.13;0.63;10.апр;5;0
07.апр;0.58;0;2;0.064;7;11;0.99562;мар.45;0.58;11.мар;6;1
09.авг;0.34;0.39;01.апр;0.066;3;7;0.9947;мар.19;0.55;11.апр;7;1
07.янв;0.36;0.3;01.июн;0.08;35;70;0.99693;мар.44;0.5;09.апр;5;0
07.июл;0.39;0.12;01.июл;0.097;19;27;0.99596;мар.16;0.49;09.апр;5;0
09.июл;0.295;0.4;01.май;0.073;14;21;0.99556;мар.14;0.51;10.сен;6;1
07.июл;0.39;0.12;01.июл;0.097;19;27;0.99596;мар.16;0.49;09.апр;5;0
07.янв;0.34;0.28;2;0.082;31;68;0.99694;мар.45;0.48;09.апр;5;0
06.май;0.4;0.1;2;0.076;30;47;0.99554;мар.36;0.48;09.апр;6;1
07.янв;0.34;0.28;2;0.082;31;68;0.99694;мар.45;0.48;09.апр;5;0
10;0.35;0.45;02.май;0.092;20;88;0.99918;мар.15;0.43;09.апр;5;0
07.июл;0.6;0.06;2;0.079;19;41;0.99697;мар.39;0.62;10.янв;6;1
05.июн;0.66;0;02.фев;0.087;3;11;0.99378;мар.71;0.63;12.авг;7;1
05.июн;0.66;0;02.фев;0.087;3;11;0.99378;мар.71;0.63;12.авг;7;1
08.сен;0.84;0.34;01.апр;0.05;4;10;0.99554;03.дек;0.48;09.янв;6;1
06.апр;0.69;0;янв.65;0.055;7;12;0.99162;мар.47;0.53;12.сен;6;1
07.май;0.43;0.3;02.фев;0.062;6;12;0.99495;мар.44;0.72;11.май;7;1
09.сен;0.35;0.38;01.май;0.058;31;47;0.99676;мар.26;0.82;10.июн;7;1
09.янв;0.29;0.33;02.май;0.063;13;27;0.99516;мар.26;0.84;11.июл;7;1
06.авг;0.36;0.32;01.авг;0.067;4;8;0.9928;мар.36;0.55;12.авг;7;1
08.фев;0.43;0.29;01.июн;0.081;27;45;0.99603;мар.25;0.54;10.мар;5;0
06.авг;0.36;0.32;01.авг;0.067;4;8;0.9928;мар.36;0.55;12.авг;7;1
09.янв;0.29;0.33;02.май;0.063;13;27;0.99516;мар.26;0.84;11.июл;7;1
09.янв;0.3;0.34;2;0.064;12;25;0.99516;мар.26;0.84;11.июл;7;1
08.сен;0.35;0.4;03.июн;0.11;12;24;0.99549;мар.23;0.7;12;7;1
09.июн;0.5;0.36;02.авг;0.116;26;55;0.99722;мар.18;0.68;10.сен;5;0
08.сен;0.28;0.45;01.июл;0.067;7;12;0.99354;мар.25;0.55;12.мар;7;1
08.сен;0.32;0.31;2;0.088;12;19;0.9957;мар.17;0.55;10.апр;6;1
07.июл;1.005;0.15;02.янв;0.102;11;32;0.99604;мар.23;0.48;10;5;0
07.май;0.71;0;01.июн;0.092;22;31;0.99635;мар.38;0.58;10;6;1
8;0.58;0.16;2;0.12;3;7;0.99454;мар.22;0.58;11.фев;6;1
10.май;0.39;0.46;02.фев;0.075;14;27;0.99598;03.июн;0.84;11.апр;6;1
08.сен;0.38;0.4;02.фев;0.068;12;28;0.99486;мар.27;0.75;12.июн;7;1
8;0.18;0.37;0.9;0.049;36;109;0.99007;фев.89;0.44;12.июл;6;1
8;0.18;0.37;0.9;0.049;36;109;0.99007;фев.89;0.44;12.июл;6;1
7;0.5;0.14;01.авг;0.078;10;23;0.99636;мар.53;0.61;10.апр;5;0
11.мар;0.36;0.66;02.апр;0.123;3;8;0.99642;03.фев;0.53;11.сен;6;1
11.мар;0.36;0.66;02.апр;0.123;3;8;0.99642;03.фев;0.53;11.сен;6;1
7;0.51;0.09;02.янв;0.062;4;9;0.99584;мар.35;0.54;10.май;5;0
08.фев;0.32;0.42;02.мар;0.098;3;9;0.99506;мар.27;0.55;12.мар;6;1
07.июл;0.58;0.01;01.авг;0.088;12;18;0.99568;мар.32;0.56;10.май;7;1
08.июн;0.83;0;02.авг;0.095;17;43;0.99822;мар.33;0.6;10.апр;6;1
07.сен;0.31;0.32;01.сен;0.066;14;36;0.99364;мар.41;0.56;12.июн;6;1
06.апр;0.795;0;02.фев;0.065;28;52;0.99378;мар.49;0.52;11.июн;5;0
07.фев;0.34;0.21;02.май;0.075;41;68;0.99586;мар.37;0.54;10.янв;6;1
07.июл;0.58;0.01;01.авг;0.088;12;18;0.99568;мар.32;0.56;10.май;7;1
07.янв;0.59;0;02.янв;0.091;9;14;0.99488;мар.42;0.55;11.май;7;1
07.мар;0.55;0.01;01.авг;0.093;9;15;0.99514;мар.35;0.58;11;7;1
08.янв;0.82;0;04.янв;0.095;5;14;0.99854;мар.36;0.53;09.июн;5;0
07.май;0.57;0.08;02.июн;0.089;14;27;0.99592;03.мар;0.59;10.апр;6;1
08.сен;0.745;0.18;02.май;0.077;15;48;0.99739;03.фев;0.47;09.июл;6;1
10.янв;0.37;0.34;02.апр;0.085;5;17;0.99683;мар.17;0.65;10.июн;7;1
07.июн;0.31;0.34;02.май;0.082;26;35;0.99356;мар.22;0.59;12.май;7;1
07.мар;0.91;0.1;01.авг;0.074;20;56;0.99672;мар.35;0.56;09.фев;5;0
08.июл;0.41;0.41;06.фев;0.078;25;42;0.9953;мар.24;0.77;12.июн;7;1
08.сен;0.5;0.21;02.фев;0.088;21;39;0.99692;мар.33;0.83;11.янв;6;1
07.апр;0.965;0;02.фев;0.088;16;32;0.99756;мар.58;0.67;10.фев;5;0
06.сен;0.49;0.19;01.июл;0.079;13;26;0.99547;мар.38;0.64;09.авг;6;1
08.сен;0.5;0.21;02.фев;0.088;21;39;0.99692;мар.33;0.83;11.янв;6;1
09.май;0.39;0.41;08.сен;0.069;18;39;0.99859;мар.29;0.81;10.сен;7;1
06.апр;0.39;0.33;03.мар;0.046;12;53;0.99294;мар.36;0.62;12.фев;6;1
06.сен;0.44;0;01.апр;0.07;32;38;0.99438;мар.32;0.58;11.апр;6;1
07.июн;0.78;0;01.июл;0.076;33;45;0.99612;мар.31;0.62;10.июл;6;1
07.янв;0.43;0.17;01.авг;0.082;27;51;0.99634;мар.49;0.64;10.апр;5;0
09.мар;0.49;0.36;01.июл;0.081;3;14;0.99702;мар.27;0.78;10.сен;6;1
09.мар;0.5;0.36;01.авг;0.084;6;17;0.99704;мар.27;0.77;10.авг;6;1
07.янв;0.43;0.17;01.авг;0.082;27;51;0.99634;мар.49;0.64;10.апр;5;0
08.май;0.46;0.59;01.апр;0.414;16;45;0.99702;03.мар;янв.34;09.фев;5;0
05.июн;0.605;0.05;02.апр;0.073;19;25;0.99258;мар.56;0.55;12.сен;5;0
08.мар;0.33;0.42;02.мар;0.07;9;20;0.99426;мар.38;0.77;12.июл;7;1
08.фев;0.64;0.27;2;0.095;5;77;0.99747;мар.13;0.62;09.янв;6;1
08.фев;0.64;0.27;2;0.095;5;77;0.99747;мар.13;0.62;09.янв;6;1
08.сен;0.48;0.53;4;0.101;3;10;0.99586;мар.21;0.59;12.янв;7;1
07.июн;0.42;0.25;03.сен;0.104;28;90;0.99784;мар.15;0.57;09.янв;5;0
09.сен;0.53;0.57;02.апр;0.093;30;52;0.9971;мар.19;0.76;11.июн;7;1
08.сен;0.48;0.53;4;0.101;3;10;0.99586;мар.21;0.59;12.янв;7;1
11.июн;0.23;0.57;01.авг;0.074;3;8;0.9981;мар.14;0.7;09.сен;6;1
09.янв;0.4;0.5;01.авг;0.071;7;16;0.99462;мар.21;0.69;12.май;8;1
8;0.38;0.44;01.сен;0.098;6;15;0.9956;03.мар;0.64;11.апр;6;1
10.фев;0.29;0.65;02.апр;0.075;6;17;0.99565;мар.22;0.63;11.авг;6;1
08.фев;0.74;0.09;2;0.067;5;10;0.99418;мар.28;0.57;11.авг;6;1
07.июл;0.61;0.18;02.апр;0.083;6;20;0.9963;мар.29;0.6;10.фев;6;1
06.июн;0.52;0.08;02.апр;0.07;13;26;0.99358;03.апр;0.72;12.май;7;1
11.янв;0.31;0.53;02.фев;0.06;3;10;0.99572;03.фев;0.83;10.сен;7;1
11.янв;0.31;0.53;02.фев;0.06;3;10;0.99572;03.фев;0.83;10.сен;7;1
8;0.62;0.35;02.авг;0.086;28;52;0.997;мар.31;0.62;10.авг;5;0
09.мар;0.33;0.45;01.май;0.057;19;37;0.99498;мар.18;0.89;11.янв;7;1
07.май;0.77;0.2;08.янв;0.098;30;92;0.99892;03.фев;0.58;09.фев;5;0
07.фев;0.35;0.26;01.авг;0.083;33;75;0.9968;03.апр;0.58;09.май;6;1
8;0.62;0.33;02.июл;0.088;16;37;0.9972;мар.31;0.58;10.июл;6;1
07.май;0.77;0.2;08.янв;0.098;30;92;0.99892;03.фев;0.58;09.фев;5;0
09.янв;0.25;0.34;2;0.071;45;67;0.99769;мар.44;0.86;10.фев;7;1
09.сен;0.32;0.56;2;0.073;3;8;0.99534;мар.15;0.73;11.апр;6;1
08.июн;0.37;0.65;06.апр;0.08;3;8;0.99817;мар.27;0.58;11;5;0
08.июн;0.37;0.65;06.апр;0.08;3;8;0.99817;мар.27;0.58;11;5;0
07.сен;0.3;0.68;08.мар;0.05;37.5;278;0.99316;03.янв;0.51;12.мар;7;1
10.мар;0.27;0.56;01.апр;0.047;3;8;0.99471;мар.16;0.51;11.авг;6;1
07.сен;0.3;0.68;08.мар;0.05;37.5;289;0.99316;03.янв;0.51;12.мар;7;1
07.фев;0.38;0.3;01.авг;0.073;31;70;0.99685;мар.42;0.59;09.май;6;1
08.июл;0.42;0.45;02.апр;0.072;32;59;0.99617;мар.33;0.77;12;6;1
07.фев;0.38;0.3;01.авг;0.073;31;70;0.99685;мар.42;0.59;09.май;6;1
06.авг;0.48;0.08;01.авг;0.074;40;64;0.99529;03.дек;0.49;09.июн;5;0
08.май;0.34;0.4;04.июл;0.055;3;9;0.99738;мар.38;0.66;11.июн;7;1
07.сен;0.19;0.42;01.июн;0.057;18;30;0.994;мар.29;0.69;11.фев;6;1
11.июн;0.41;0.54;01.май;0.095;22;41;0.99735;03.фев;0.76;09.сен;7;1
11.июн;0.41;0.54;01.май;0.095;22;41;0.99735;03.фев;0.76;09.сен;7;1
10;0.26;0.54;01.сен;0.083;42;74;0.99451;фев.98;0.63;11.авг;8;1
07.сен;0.34;0.42;2;0.086;8;19;0.99546;мар.35;0.6;11.апр;6;1
7;0.54;0.09;2;0.081;10;16;0.99479;мар.43;0.59;11.май;6;1
09.фев;0.31;0.36;02.фев;0.079;11;31;0.99615;мар.33;0.86;12;7;1
06.июн;0.725;0.09;05.май;0.117;9;17;0.99655;мар.35;0.49;10.авг;6;1
09.апр;0.4;0.47;02.май;0.087;6;20;0.99772;мар.15;0.5;10.май;5;0
06.июн;0.725;0.09;05.май;0.117;9;17;0.99655;мар.35;0.49;10.авг;6;1
08.июн;0.52;0.38;01.май;0.096;5;18;0.99666;03.фев;0.52;09.апр;5;0
8;0.31;0.45;02.янв;0.216;5;16;0.99358;мар.15;0.81;12.май;7;1
08.июн;0.52;0.38;01.май;0.096;5;18;0.99666;03.фев;0.52;09.апр;5;0
08.апр;0.34;0.42;02.янв;0.072;23;36;0.99392;03.ноя;0.78;12.апр;6;1
07.апр;0.49;0.27;02.янв;0.071;14;25;0.99388;мар.35;0.63;12;6;1
06.янв;0.48;0.09;01.июл;0.078;18;30;0.99402;мар.45;0.54;11.фев;6;1
07.апр;0.49;0.27;02.янв;0.071;14;25;0.99388;мар.35;0.63;12;6;1
8;0.48;0.34;02.фев;0.073;16;25;0.9936;мар.28;0.66;12.апр;6;1
06.мар;0.57;0.28;02.янв;0.048;13;49;0.99374;мар.41;0.6;12.авг;5;0
08.фев;0.23;0.42;01.сен;0.069;9;17;0.99376;мар.21;0.54;12.мар;6;1
09.янв;0.3;0.41;2;0.068;10;24;0.99523;мар.27;0.85;11.июл;7;1
08.янв;0.78;0.1;03.мар;0.09;4;13;0.99855;мар.36;0.49;09.май;5;0
10.авг;0.47;0.43;02.янв;0.171;27;66;0.9982;мар.17;0.76;10.авг;6;1
08.мар;0.53;0;01.апр;0.07;6;14;0.99593;мар.25;0.64;10;6;1
05.апр;0.42;0.27;2;0.092;23;55;0.99471;мар.78;0.64;12.мар;7;1
07.сен;0.33;0.41;01.май;0.056;6;35;0.99396;мар.29;0.71;11;6;1
08.сен;0.24;0.39;01.июн;0.074;3;10;0.99698;03.дек;0.59;09.май;6;1
5;0.4;0.5;04.мар;0.046;29;80;0.9902;мар.49;0.66;13.июн;6;1
7;0.69;0.07;02.май;0.091;15;21;0.99572;мар.38;0.6;11.мар;6;1
7;0.69;0.07;02.май;0.091;15;21;0.99572;мар.38;0.6;11.мар;6;1
7;0.69;0.07;02.май;0.091;15;21;0.99572;мар.38;0.6;11.мар;6;1
07.янв;0.39;0.12;02.янв;0.065;14;24;0.99252;03.мар;0.53;13.мар;6;1
05.июн;0.66;0;02.май;0.066;7;15;0.99256;мар.52;0.58;12.сен;5;0
07.сен;0.54;0.34;02.май;0.076;8;17;0.99235;03.фев;0.72;13.янв;8;1
06.июн;0.5;0;01.авг;0.062;21;28;0.99352;мар.44;0.55;12.мар;6;1
06.мар;0.47;0;01.апр;0.055;27;33;0.9922;мар.45;0.48;12.мар;6;1
10.июл;0.4;0.37;01.сен;0.081;17;29;0.99674;03.дек;0.65;11.фев;6;1
06.май;0.58;0;02.фев;0.096;3;13;0.99557;мар.62;0.62;11.май;4;0
08.авг;0.24;0.35;01.июл;0.055;13;27;0.99394;мар.14;0.59;11.мар;7;1
05.авг;0.29;0.26;01.июл;0.063;3;11;0.9915;мар.39;0.54;13.май;6;1
06.мар;0.76;0;02.сен;0.072;26;52;0.99379;мар.51;0.6;11.май;6;1
10;0.43;0.33;02.июл;0.095;28;89;0.9984;мар.22;0.68;10;5;0
10.май;0.43;0.35;03.мар;0.092;24;70;0.99798;мар.21;0.69;10.май;6;1
09.янв;0.6;0;01.сен;0.058;5;10;0.9977;мар.18;0.63;10.апр;6;1
05.сен;0.19;0.21;01.июл;0.045;57;135;0.99341;мар.32;0.44;09.май;5;0
07.апр;0.36;0.34;01.авг;0.075;18;38;0.9933;мар.38;0.88;13.июн;7;1
07.фев;0.48;0.07;05.май;0.089;10;18;0.99684;мар.37;0.68;11.фев;7;1
08.май;0.28;0.35;01.июл;0.061;6;15;0.99524;03.мар;0.74;11.авг;7;1
8;0.25;0.43;01.июл;0.067;22;50;0.9946;мар.38;0.6;11.сен;6;1
10.апр;0.52;0.45;2;0.08;6;13;0.99774;мар.22;0.76;11.апр;6;1
10.апр;0.52;0.45;2;0.08;6;13;0.99774;мар.22;0.76;11.апр;6;1
07.май;0.41;0.15;03.июл;0.104;29;94;0.99786;мар.14;0.58;09.янв;5;0
08.фев;0.51;0.24;2;0.079;16;86;0.99764;мар.34;0.64;09.май;6;1
07.мар;0.4;0.3;01.июл;0.08;33;79;0.9969;мар.41;0.65;09.май;6;1
08.фев;0.38;0.32;02.май;0.08;24;71;0.99624;мар.27;0.85;11;6;1
06.сен;0.45;0.11;02.апр;0.043;6;12;0.99354;03.мар;0.65;11.апр;6;1
7;0.22;0.3;01.авг;0.065;16;20;0.99672;мар.61;0.82;10;6;1
07.мар;0.32;0.23;02.мар;0.066;35;70;0.99588;мар.43;0.62;10.янв;5;0
08.фев;0.2;0.43;02.май;0.076;31;51;0.99672;мар.53;0.81;10.апр;6;1
07.авг;0.5;0.12;01.авг;0.178;6;21;0.996;мар.28;0.87;09.авг;6;1
10;0.41;0.45;06.фев;0.071;6;14;0.99702;мар.21;0.49;11.авг;7;1
07.авг;0.39;0.42;2;0.086;9;21;0.99526;мар.39;0.66;11.июн;6;1
10;0.35;0.47;2;0.061;6;11;0.99585;мар.23;0.52;12;6;1
08.фев;0.33;0.32;02.авг;0.067;4;12;0.99473;03.мар;0.76;12.авг;7;1
06.янв;0.58;0.23;02.май;0.044;16;70;0.99352;мар.46;0.65;12.май;6;1
08.мар;0.6;0.25;02.фев;0.118;9;38;0.99616;мар.15;0.53;09.авг;5;0
09.июн;0.42;0.35;02.янв;0.083;17;38;0.99622;мар.23;0.66;11.янв;6;1
06.июн;0.58;0;02.фев;0.1;50;63;0.99544;мар.59;0.68;11.апр;6;1
08.мар;0.6;0.25;02.фев;0.118;9;38;0.99616;мар.15;0.53;09.авг;5;0
08.май;0.18;0.51;янв.75;0.071;45;88;0.99524;мар.33;0.76;11.авг;7;1
05.янв;0.51;0.18;02.янв;0.042;16;101;0.9924;мар.46;0.87;12.сен;7;1
06.июл;0.41;0.43;02.авг;0.076;22;54;0.99572;мар.42;янв.16;10.июн;6;1
10.фев;0.41;0.43;02.фев;0.11;11;37;0.99728;мар.16;0.67;10.авг;5;0
10.июн;0.36;0.57;02.мар;0.087;6;20;0.99676;мар.14;0.72;11.янв;7;1
08.авг;0.45;0.43;01.апр;0.076;12;21;0.99551;мар.21;0.75;10.фев;6;1
08.май;0.32;0.42;02.мар;0.075;12;19;0.99434;мар.14;0.71;11.авг;7;1
9;0.785;0.24;01.июл;0.078;10;21;0.99692;мар.29;0.67;10;5;0
9;0.785;0.24;01.июл;0.078;10;21;0.99692;мар.29;0.67;10;5;0
08.май;0.44;0.5;01.сен;0.369;15;38;0.99634;03.янв;01.янв;09.апр;5;0
09.сен;0.54;0.26;2;0.111;7;60;0.99709;фев.94;0.98;10.фев;5;0
08.фев;0.33;0.39;02.май;0.074;29;48;0.99528;мар.32;0.88;12.апр;7;1
06.май;0.34;0.27;02.авг;0.067;8;44;0.99384;мар.21;0.56;12;6;1
07.июн;0.5;0.29;02.мар;0.086;5;14;0.99502;мар.32;0.62;11.май;6;1
09.фев;0.36;0.34;01.июн;0.062;5;12;0.99667;03.фев;0.67;10.май;6;1
07.янв;0.59;0;02.фев;0.078;26;44;0.99522;мар.42;0.68;10.авг;6;1
