fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;great
06.июл;0.24;0.36;08.апр;0.042;42;123;0.99473;мар.34;0.52;10.сен;6;1
06.июл;0.29;0.45;14.мар;0.054;30;181;0.99869;мар.14;0.57;09.янв;5;0
06.сен;0.33;0.31;04.фев;0.04;21;93;0.9896;мар.18;0.48;13.апр;7;1
06.май;0.16;0.34;01.апр;0.029;29;133;0.99108;мар.33;0.64;11.май;7;1
6;0.2;0.32;3;0.031;26;118;0.99134;мар.38;0.68;11.фев;7;1
07.май;0.33;0.28;04.сен;0.042;21;155;0.99385;мар.36;0.57;10.сен;6;1
07.янв;0.36;0.28;02.апр;0.036;35;115;0.98936;мар.19;0.44;13.май;7;1
06.июл;0.29;0.45;14.мар;0.054;30;181;0.99869;мар.14;0.57;09.янв;5;0
06.апр;0.26;0.25;10.июл;0.046;66;179;0.99606;мар.17;0.55;09.сен;6;1
7;0.22;0.24;11;0.041;75;167;0.99508;фев.98;0.56;10.май;6;1
06.май;0.19;0.28;01.апр;0.046;22;90;0.99038;мар.18;0.51;11.июл;7;1
06.мар;0.21;0.31;01.фев;0.043;30;117;0.99158;мар.49;0.68;11;6;1
07.сен;0.35;0.28;12.сен;0.032;13;63;0.9932;фев.99;0.43;13;6;1
07.июл;0.38;0.23;10.авг;0.03;28;95;0.99164;фев.93;0.41;13.июн;6;1
06.авг;0.19;0.33;01.мар;0.031;22;87;0.98987;03.авг;0.62;12.мар;7;1
07.фев;0.33;0.34;2;0.044;61;171;0.98947;мар.25;0.53;13.мар;7;1
06.июн;0.29;0.29;01.авг;0.036;38;102;0.98819;03.авг;0.42;13.июл;7;1
07.май;0.2;0.41;01.фев;0.05;26;131;0.99133;мар.19;0.52;11.янв;5;0
06.сен;0.33;0.62;07.май;0.038;46;132;0.99143;мар.23;0.43;13.апр;7;1
6;0.23;0.15;09.июл;0.048;101;207;0.99571;03.май;0.3;09.янв;5;0
05.сен;0.23;0.24;03.авг;0.038;61;152;0.99139;мар.31;0.5;11.мар;7;1
06.июн;0.32;0.41;07.фев;0.048;55;178;0.99537;03.фев;0.46;09.апр;5;0
6;0.23;0.15;09.июл;0.048;101;207;0.99571;03.май;0.3;09.янв;5;0
05.мар;0.36;0.27;06.мар;0.028;40;132;0.99186;мар.37;0.4;11.июн;6;1
05.мар;0.36;0.27;06.мар;0.028;40;132;0.99186;мар.37;0.4;11.июн;6;1
08.сен;0.27;0.28;0.8;0.024;29;128;0.98984;03.янв;0.35;12.апр;6;1
07.июн;0.23;0.29;08.июн;0.053;65;146;0.9963;03.ноя;0.32;09.авг;6;1
06.сен;0.75;0.13;06.мар;0.036;19;50;0.99312;03.сен;0.25;11.янв;4;0
07.янв;0.35;0.27;03.янв;0.034;28;134;0.9897;мар.26;0.38;13.янв;7;1
07.фев;0.31;0.35;07.фев;0.046;45;178;0.9955;мар.14;0.53;09.июл;5;0
06.апр;0.28;0.44;07.янв;0.048;49;179;0.99528;мар.15;0.48;09.фев;5;0
07.фев;0.23;0.46;06.апр;0.036;17;85;0.99279;03.янв;0.78;11.июл;6;1
06.июн;0.22;0.3;14.июл;0.045;50;136;0.99704;мар.14;0.37;10.июн;6;1
07.фев;0.31;0.35;07.фев;0.046;45;178;0.9955;мар.14;0.53;09.июл;5;0
06.апр;0.28;0.44;07.янв;0.048;49;179;0.99528;мар.15;0.48;09.фев;5;0
07.фев;0.24;0.28;01.сен;0.032;30;92;0.9914;03.янв;0.39;10.сен;6;1
06.фев;0.27;0.47;01.фев;0.146;28;105;0.99224;мар.23;0.51;10.янв;5;0
06.май;0.28;0.25;04.авг;0.029;54;128;0.99074;мар.17;0.44;12.фев;7;1
07.фев;0.27;0.31;01.фев;0.031;27;80;0.98892;03.мар;0.33;12.июл;6;1
07.авг;0.28;0.25;03.апр;0.024;27;99;0.98959;фев.98;0.37;13;6;1
08.янв;0.26;0.27;04.мар;0.03;43;123;0.99212;мар.16;0.33;11.фев;6;1
06.июн;0.23;0.37;08.май;0.036;46;153;0.99576;03.фев;0.48;09.апр;6;1
6;0.33;0.2;01.авг;0.031;49;159;0.9919;мар.41;0.53;11;6;1
6;0.33;0.2;01.авг;0.031;49;159;0.9919;мар.41;0.53;11;6;1
07.мар;0.2;0.29;19.май;0.039;69;237;1.00037;03.янв;0.48;09.фев;6;1
06.июн;0.23;0.37;08.май;0.036;46;153;0.99576;03.фев;0.48;09.апр;6;1
07.мар;0.2;0.29;19.сен;0.039;69;237;1.00037;03.янв;0.48;09.фев;6;1
06.фев;0.47;0.19;08.мар;0.029;24;142;0.992;мар.22;0.45;12.мар;6;1
6;0.33;0.2;01.авг;0.031;49;159;0.9919;мар.41;0.53;11;6;1
07.фев;0.14;0.32;01.янв;0.022;48;116;0.99218;03.апр;0.67;10;6;1
05.июл;0.22;0.22;16.65;0.044;39;110;0.99855;мар.24;0.48;9;6;1
05.июл;0.22;0.22;16.65;0.044;39;110;0.99855;мар.24;0.48;9;6;1
05.июл;0.22;0.22;16.65;0.044;39;110;0.99855;мар.24;0.48;9;6;1
08.янв;0.2;0.28;0.9;0.023;49;87;0.99062;фев.92;0.36;11.янв;6;1
05.авг;0.14;0.15;06.янв;0.042;27;123;0.99362;03.июн;0.6;09.сен;6;1
04.авг;0.21;0.21;10.фев;0.037;17;112;0.99324;мар.66;0.48;12.фев;7;1
08.янв;0.2;0.28;0.9;0.023;49;87;0.99062;фев.92;0.36;11.янв;6;1
05.июл;0.22;0.22;16.65;0.044;39;110;0.99855;мар.24;0.48;9;6;1
07.май;0.34;0.24;мар.85;0.031;5;34;0.99098;03.янв;0.36;11.авг;4;0
06.июн;0.64;0.28;04.апр;0.032;19;78;0.99036;03.ноя;0.62;12.сен;6;1
7;0.48;0.12;04.май;0.05;23;86;0.99398;фев.86;0.35;9;5;0
07.июн;0.37;0.34;03.фев;0.028;42;162;0.9903;03.янв;0.33;12.апр;6;1
7;0.48;0.12;04.май;0.05;23;86;0.99398;фев.86;0.35;9;5;0
06.июн;0.64;0.28;04.апр;0.032;19;78;0.99036;03.ноя;0.62;12.сен;6;1
8;0.25;0.27;09.июл;0.036;15;85;0.99406;фев.99;0.36;11.фев;6;1
07.июн;0.38;0.28;04.фев;0.029;7;112;0.9906;3;0.41;12.июн;6;1
06.сен;0.26;0.27;04.фев;0.031;20;80;0.99089;03.дек;0.39;11.май;6;1
07.авг;0.15;0.34;01.янв;0.035;31;93;0.99096;03.июл;0.72;11.мар;7;1
8;0.25;0.27;09.июл;0.036;15;85;0.99406;фев.99;0.36;11.фев;6;1
06.сен;0.26;0.27;04.фев;0.031;20;80;0.99089;03.дек;0.39;11.май;6;1
05.сен;0.655;0;05.июн;0.033;8;31;0.9936;мар.32;0.51;10.май;4;0
07.июн;0.38;0.28;04.фев;0.029;7;112;0.9906;3;0.41;12.июн;6;1
07.авг;0.31;0.4;01.июн;0.027;20;87;0.9911;мар.15;0.48;11.сен;6;1
08.янв;0.17;0.21;01.июн;0.036;24;119;0.99396;мар.18;0.52;10.янв;6;1
06.авг;0.18;0.28;01.янв;0.027;32;112;0.99089;мар.15;0.45;11;7;1
07.апр;0.28;0.36;14.июн;0.048;35;161;0.9968;мар.14;0.56;10.июн;5;0
07.мар;0.23;0.27;02.июн;0.035;39;120;0.99138;03.апр;0.59;11.мар;7;1
06.июл;0.22;0.22;01.фев;0.038;5;124;0.99098;03.янв;0.37;11.фев;4;0
07.апр;0.25;0.28;июл.25;0.028;14;78;0.99238;фев.94;0.37;11.май;7;1
07.май;0.3;0.21;июн.55;0.026;33;143;0.99244;фев.92;0.35;11.янв;5;0
07.фев;0.26;0.24;7;0.023;19;130;0.99176;мар.14;0.49;12.авг;7;1
06.мар;0.32;0.32;01.май;0.037;12;76;0.98993;03.мар;0.46;12.мар;6;1
07.июл;0.24;0.3;01.апр;0.041;15;102;0.9929;мар.26;0.53;10.апр;6;1
07.апр;0.25;0.28;июл.25;0.028;14;78;0.99238;фев.94;0.37;11.май;7;1
7;0.24;0.35;1;0.032;42;104;0.98988;мар.16;0.37;11.июл;7;1
05.авг;0.28;0.28;04.фев;0.044;52;158;0.992;мар.35;0.44;10.июл;7;1
06.авг;0.19;0.71;17.май;0.042;21;114;0.99784;фев.85;0.5;09.май;6;1
06.авг;0.19;0.71;17.май;0.042;21;114;0.99784;фев.85;0.5;09.май;6;1
06.авг;0.19;0.71;17.май;0.042;21;114;0.99784;фев.85;0.5;09.май;6;1
06.июн;0.19;0.35;01.май;0.037;37;107;0.99006;мар.18;0.68;12;7;1
06.апр;0.28;0.36;01.мар;0.053;28;186;0.99211;мар.31;0.45;10.авг;5;0
05.июн;0.28;0.27;03.сен;0.043;52;158;0.99202;мар.35;0.44;10.июл;7;1
05.июн;0.28;0.28;04.фев;0.044;52;158;0.992;мар.35;0.44;10.июл;7;1
06.авг;0.19;0.32;07.июн;0.049;37;107;0.99332;03.дек;0.44;10.июл;7;1
07.фев;0.16;0.29;1;0.031;40;123;0.98958;03.дек;0.4;12.янв;7;1
06.июн;0.17;0.28;01.янв;0.034;55;108;0.98939;3;0.52;11.сен;7;1
06.июн;0.19;0.28;11.авг;0.042;54;137;0.99492;мар.18;0.37;10.авг;6;1
05.авг;0.2;0.24;01.апр;0.033;65;169;0.99043;мар.59;0.56;12.мар;7;1
06.июн;0.39;0.38;09.июл;0.053;49;226;0.99787;03.мар;0.57;09.апр;6;1
06.авг;0.12;0.3;12.сен;0.049;32;88;0.99654;03.фев;0.35;09.сен;6;1
06.июн;0.295;0.24;01.июн;0.039;29;140;0.99304;мар.35;0.61;10.апр;7;1
06.июн;0.26;0.24;07.фев;0.038;28;137;0.9952;мар.35;0.6;10.апр;6;1
7;0.32;0.27;07.янв;0.027;37;122;0.99165;мар.15;0.6;12.июн;7;1
07.апр;0.36;0.23;01.сен;0.017;31;69;0.9892;фев.93;0.36;12.май;6;1
06.июл;0.35;0.48;08.авг;0.056;35;167;0.99628;03.апр;0.47;09.апр;5;0
06.апр;0.38;0.24;07.фев;0.047;41;151;0.99604;03.ноя;0.6;09.фев;5;0
06.авг;0.14;0.18;01.апр;0.047;30;90;0.99164;мар.27;0.54;11.фев;6;1
7;0.16;0.25;14.мар;0.044;27;149;0.998;фев.91;0.46;09.фев;6;1
7;0.16;0.25;14.мар;0.044;27;149;0.998;фев.91;0.46;09.фев;6;1
06.июл;0.35;0.48;08.авг;0.056;35;167;0.99628;03.апр;0.47;09.апр;5;0
06.авг;0.14;0.18;01.апр;0.047;30;90;0.99164;мар.27;0.54;11.фев;6;1
06.авг;0.16;0.18;01.авг;0.046;31;114;0.99226;мар.27;0.55;10.авг;6;1
7;0.16;0.25;14.мар;0.044;27;149;0.998;фев.91;0.46;09.фев;6;1
06.апр;0.38;0.24;07.фев;0.047;41;151;0.99604;03.ноя;0.6;09.фев;5;0
07.фев;0.24;0.3;01.фев;0.037;11;95;0.98914;фев.96;0.36;12.май;6;1
07.июл;0.32;0.61;11.авг;0.041;66;188;0.99794;3;0.54;09.мар;5;0
7;0.29;0.33;0.9;0.041;20;117;0.99048;мар.21;0.5;11.апр;5;0
07.янв;0.27;0.24;12.июн;0.044;48;118;0.99726;03.апр;0.56;10;7;1
06.авг;0.45;0.28;26.май;0.031;27;122;1.00295;03.июн;0.42;10.июн;6;1
06.мар;0.2;0.26;04.июл;0.04;108;168;0.99278;03.июл;0.75;10.июл;7;1
07.янв;0.27;0.24;12.июн;0.044;48;118;0.99726;03.апр;0.56;10;7;1
07.фев;0.24;0.3;01.фев;0.037;11;95;0.98914;фев.96;0.36;12.май;6;1
06.авг;0.45;0.28;26.май;0.031;27;122;1.00295;03.июн;0.42;10.июн;6;1
06.июн;0.36;0.28;06.янв;0.029;12;93;0.99054;мар.19;0.27;12.авг;7;1
07.июл;0.32;0.61;11.авг;0.041;66;188;0.99794;3;0.54;09.мар;5;0
7;0.29;0.33;0.9;0.041;20;117;0.99048;мар.21;0.5;11.апр;5;0
06.апр;0.37;0.2;05.июн;0.117;61;183;0.99459;мар.24;0.43;09.май;5;0
06.апр;0.38;0.2;05.мар;0.117;57;181;0.99459;мар.24;0.43;09.май;6;1
06.апр;0.36;0.2;05.июл;0.118;61;172;0.9946;мар.24;0.43;09.май;6;1
06.июн;0.3;0.25;8;0.036;21;124;0.99362;03.июн;0.38;10.авг;6;1
06.июн;0.3;0.25;8;0.036;21;124;0.99362;03.июн;0.38;10.авг;6;1
06.май;0.21;0.51;17.июн;0.045;34;125;0.99966;03.фев;0.47;08.авг;6;1
06.июн;0.3;0.25;8;0.036;21;124;0.99362;03.июн;0.38;10.авг;6;1
07.июн;0.31;0.27;08.авг;0.021;57;156;0.99442;03.авг;0.38;11;7;1
05.авг;0.58;0;01.май;0.02;33;96;0.98918;мар.29;0.38;12.апр;6;1
06.май;0.26;0.39;01.апр;0.02;12;66;0.99089;мар.25;0.75;11.мар;7;1
08.июл;0.3;0.34;04.авг;0.018;23;127;0.99474;03.дек;0.49;11.фев;7;1
06.апр;0.29;0.32;02.апр;0.014;34;89;0.99008;мар.24;0.66;12.май;7;1
06.июл;0.13;0.32;03.июл;0.017;32;99;0.99348;03.дек;0.44;10;6;1
06.авг;0.19;0.33;04.сен;0.047;42;130;0.99283;03.дек;0.56;11;6;1
6;0.25;0.4;05.июл;0.052;56;152;0.99398;мар.16;0.88;10.май;6;1
6;0.25;0.4;05.июл;0.052;56;152;0.99398;мар.16;0.88;10.май;6;1
06.авг;0.19;0.33;04.сен;0.047;42;130;0.99283;03.дек;0.56;11;6;1
06.апр;0.24;0.23;2;0.046;30;133;0.9908;03.дек;0.54;11.апр;7;1
05.сен;0.18;0.28;05.янв;0.039;50;139;0.99165;мар.16;0.44;11.мар;6;1
07.фев;0.33;0.22;04.май;0.031;10;73;0.99076;фев.97;0.52;12.фев;7;1
06.апр;0.29;0.24;03.фев;0.037;31;95;0.98942;02.сен;0.66;12.июн;7;1
07.мар;0.31;0.25;июн.65;0.032;30;138;0.99244;02.сен;0.37;11.янв;5;0
7;0.29;0.37;01.июн;0.035;34;126;0.99058;мар.26;0.47;12.мар;6;1
06.сен;0.19;0.6;4;0.037;6;122;0.99255;фев.92;0.59;10.апр;4;0
06.мар;0.32;0.17;17.75;0.06;51;190;0.99916;мар.13;0.48;08.авг;6;1
06.июн;0.085;0.33;01.апр;0.036;17;109;0.99306;мар.27;0.61;09.май;6;1
06.мар;0.32;0.17;17.75;0.06;51;190;0.99916;мар.13;0.48;08.авг;6;1
06.авг;0.18;0.32;07.фев;0.047;17;109;0.99498;мар.42;0.44;10.апр;6;1
06.авг;0.52;0.26;05.июл;0.038;27;130;0.99;03.ноя;0.27;13;7;1
07.янв;0.28;0.28;08.май;0.03;25;191;0.99338;мар.16;0.46;12.фев;7;1
05.июл;0.15;0.47;11.апр;0.035;49;128;0.99456;03.мар;0.34;10.май;8;1
05.авг;0.275;0.3;05.апр;0.043;41;149;0.9926;мар.33;0.42;10.авг;7;1
05.апр;0.53;0.16;02.июл;0.036;34;128;0.98856;03.фев;0.53;13.фев;8;1
05.авг;0.32;0.28;04.мар;0.032;46;115;0.98946;мар.16;0.57;13;8;1
06.июл;0.22;0.39;01.фев;0.049;26;152;0.99346;03.май;0.47;10;6;1
06.янв;0.6;0.12;01.авг;0.05;11;76;0.99268;мар.42;0.48;10.апр;4;0
06.май;0.26;0.31;01.мар;0.034;59;145;0.98944;мар.16;0.54;12.апр;6;1
5;0.29;0.54;05.июл;0.035;54;155;0.98976;мар.27;0.34;12.сен;8;1
05.апр;0.53;0.16;02.июл;0.036;34;128;0.98856;03.фев;0.53;13.фев;8;1
06.авг;0.21;0.26;11.июл;0.038;61;152;0.99523;03.фев;0.56;10.май;7;1
05.авг;0.32;0.28;04.мар;0.032;46;115;0.98946;мар.16;0.57;13;8;1
06.май;0.27;0.26;11;0.03;2;82;0.99402;03.июл;0.36;11.фев;5;0
05.сен;0.37;0.32;01.июн;0.029;41;102;0.98916;мар.41;0.55;12.июл;7;1
06.фев;0.21;0.18;11.июн;0.044;61;155;0.99655;мар.14;0.52;09.апр;6;1
06.авг;0.3;0.29;06.фев;0.025;29;95;0.99071;03.мар;0.32;12.сен;7;1
07.мар;0.41;0.29;01.авг;0.032;26;74;0.98889;фев.96;0.35;13;8;1
05.апр;0.3;0.3;01.фев;0.029;25;93;0.98742;мар.31;0.4;13.июн;7;1
06.июн;0.34;0.2;1;0.053;26;112;0.99336;мар.32;0.55;09.янв;5;0
05.июн;0.25;0.19;02.апр;0.049;42;166;0.992;мар.25;0.43;10.апр;6;1
05.мар;0.3;0.3;01.фев;0.029;25;93;0.98742;мар.31;0.4;13.июн;7;1
06.сен;0.58;0.58;08.фев;0.032;29;169;0.99275;мар.28;0.44;12.фев;6;1
07.фев;0.23;0.25;18.авг;0.085;19;111;1.00044;03.янв;0.51;08.июл;5;0
07.янв;0.2;0.27;09.июн;0.037;19;105;0.99444;03.апр;0.37;10.май;7;1
06.авг;0.15;0.41;12.сен;0.044;79.5;183;0.99742;мар.24;0.78;10.фев;6;1
7;0.22;0.26;09.фев;0.027;37;122;0.99228;03.июн;0.34;12.май;8;1
06.апр;0.16;0.44;01.фев;0.051;39;122;0.99058;03.ноя;0.75;11.мар;7;1
06.авг;0.15;0.41;12.сен;0.044;79.5;183;0.99742;мар.24;0.78;10.фев;6;1
06.авг;0.31;0.3;8;0.028;33;122;0.99164;мар.13;0.63;12.июн;7;1
06.авг;0.15;0.41;12.сен;0.044;79.5;183;0.99742;мар.24;0.78;10.фев;6;1
07.июн;0.3;0.37;01.июн;0.087;27;177;0.99438;03.сен;0.5;09.авг;5;0
6;0.16;0.27;12;0.03;39;98;0.99402;мар.15;0.34;10.авг;5;0
07.янв;0.21;0.35;02.май;0.04;41;186;0.99128;мар.32;0.56;12.май;6;1
7;0.22;0.26;09.фев;0.027;37;122;0.99228;03.июн;0.34;12.май;8;1
05.июн;0.21;0.24;04.апр;0.027;37;150;0.991;03.мар;0.31;11.май;7;1
07.апр;0.22;0.26;08.авг;0.027;23;112;0.9931;фев.98;0.41;11.апр;6;1
07.янв;0.2;0.27;09.июн;0.037;19;105;0.99444;03.апр;0.37;10.май;7;1
06.авг;0.31;0.3;8;0.028;33;122;0.99164;мар.13;0.63;12.июн;7;1
07.фев;0.23;0.25;18.авг;0.085;19;111;1.00044;03.янв;0.51;08.июл;5;0
06.апр;0.15;0.4;01.мар;0.053;61;146;0.99112;мар.17;0.68;11;6;1
06.апр;0.16;0.44;01.фев;0.051;39;122;0.99058;03.ноя;0.75;11.мар;7;1
06.авг;0.15;0.41;12.сен;0.044;79.5;182;0.99742;мар.24;0.78;10.фев;6;1
06.мар;0.22;0.34;01.фев;0.036;32;96;0.98961;03.июн;0.74;11.июн;6;1
07.июн;0.3;0.37;01.июн;0.087;27;177;0.99438;03.сен;0.5;09.авг;5;0
7;0.3;0.27;01.май;0.076;24;145;0.99344;03.янв;0.52;10.янв;5;0
06.июн;0.26;0.22;18.15;0.05;23;139;0.99904;03.июн;0.5;09.фев;5;0
07.май;0.24;0.31;13.янв;0.05;26;180;0.99884;03.май;0.53;09.янв;6;1
07.май;0.24;0.31;13.янв;0.05;26;180;0.99884;03.май;0.53;09.янв;6;1
07.май;0.24;0.31;13.янв;0.05;26;180;0.99884;03.май;0.53;09.янв;6;1
07.май;0.24;0.31;13.янв;0.05;26;180;0.99884;03.май;0.53;09.янв;6;1
06.июн;0.15;0.34;1;0.037;45;79;0.98949;фев.96;0.5;11.июл;6;1
06.июл;0.34;0.43;01.июн;0.041;29;114;0.99014;мар.23;0.44;12.июн;6;1
07.июл;0.35;0.46;11.авг;0.088;61;183;0.99786;фев.86;0.47;9;5;0
06.июл;0.31;0.09;01.апр;0.039;53;141;0.99206;03.дек;0.44;10.янв;5;0
04.июл;0.67;0.09;1;0.02;5;9;0.98722;03.мар;0.34;13.июн;5;0
07.май;0.24;0.31;13.янв;0.05;26;180;0.99884;03.май;0.53;09.янв;6;1
06.мар;0.2;0.18;10.июн;0.045;57;159;0.99666;03.сен;0.54;09.фев;5;0
06.июн;0.28;0.23;10.апр;0.049;45;190;0.99754;03.дек;0.51;08.авг;5;0
08.май;0.18;0.3;01.янв;0.028;34;95;0.99272;фев.83;0.36;10;4;0
06.май;0.35;0.38;07.апр;0.036;20;196;0.99712;мар.47;0.48;09.янв;6;1
06.авг;0.22;0.26;01.фев;0.041;29;182;0.99104;03.апр;0.35;11.фев;5;0
06.мар;0.18;0.24;03.апр;0.053;20;119;0.99373;03.ноя;0.52;09.фев;6;1
06.июн;0.26;0.22;18.15;0.05;23;139;0.99904;03.июн;0.5;09.фев;5;0
06.июн;0.3;0.45;8;0.038;54;200;0.9956;мар.18;0.48;09.май;5;0
06.мар;0.34;0.27;02.май;0.024;40;152;0.99095;мар.35;0.6;11.сен;7;1
07.июл;0.3;0.23;2;0.068;28;138;0.99382;03.ноя;0.62;09.авг;5;0
07.июл;0.31;0.23;2;0.069;29;134;0.99382;03.ноя;0.62;09.авг;5;0
05.июл;0.265;0.28;06.сен;0.036;46;150;0.99299;мар.36;0.44;10.авг;7;1
05.апр;0.255;0.33;01.фев;0.051;29;122;0.99048;мар.37;0.66;11.мар;6;1
06.июн;0.26;0.28;09.апр;0.028;13;121;0.99254;мар.17;0.34;12.янв;6;1
04.авг;0.17;0.28;02.сен;0.03;22;111;0.9902;мар.38;0.34;11.мар;7;1
05.июл;0.265;0.28;06.сен;0.036;46;150;0.99299;мар.36;0.44;10.авг;7;1
06.фев;0.2;0.33;05.апр;0.028;21;75;0.99012;мар.36;0.41;13.май;7;1
07.май;0.28;0.41;01.мар;0.044;11;126;0.99293;мар.28;0.45;10.мар;5;0
06.фев;0.22;0.2;20.авг;0.035;58;184;1.00022;03.ноя;0.53;9;6;1
7;0.34;0.26;10.мар;0.041;51;166;0.99382;03.авг;0.35;11.июн;6;1
07.май;0.28;0.41;01.мар;0.044;11;126;0.99293;мар.28;0.45;10.мар;5;0
06.май;0.19;0.34;01.июн;0.029;39;116;0.98954;мар.21;0.68;12.май;6;1
6;0.21;0.29;13.янв;0.042;28;125;0.99936;мар.39;0.45;08.июн;5;0
06.янв;0.22;0.46;01.авг;0.16;34;74;0.9884;мар.19;0.33;13.апр;6;1
06.май;0.32;0.48;8;0.026;18;88;0.99144;мар.22;0.79;12.июл;4;0
07.янв;0.21;0.72;01.июн;0.167;65;120;0.99324;фев.97;0.51;09.фев;5;0
05.июн;0.26;0.18;01.апр;0.034;18;135;0.99174;мар.32;0.35;10.фев;6;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
07.апр;0.27;0.28;01.авг;0.04;45;121;0.99043;03.фев;0.4;11.сен;5;0
06.авг;0.22;0.3;10.июн;0.07;67;194;0.99654;фев.89;0.42;9;6;1
06.фев;0.24;0.25;12.май;0.055;47;134;0.99758;03.мар;0.51;9;5;0
06.мар;0.28;0.29;06.авг;0.051;40;143;0.99374;мар.43;0.59;11;6;1
7;0.15;0.28;14.июл;0.051;29;149;0.99792;фев.96;0.39;9;7;1
05.май;0.17;0.23;02.сен;0.039;10;108;0.99243;мар.28;0.5;10;5;0
06.май;0.26;0.34;01.апр;0.04;25;184;0.99216;мар.29;0.46;10.июл;5;0
06.июн;0.27;0.33;01.апр;0.042;24;183;0.99215;мар.29;0.46;10.июл;5;0
05.апр;0.46;0.15;02.янв;0.026;29;130;0.98953;мар.39;0.77;13.апр;8;1
07.авг;0.19;0.32;07.апр;0.015;47;124;0.99278;фев.99;0.39;11;6;1
05.май;0.17;0.23;02.сен;0.039;10;108;0.99243;мар.28;0.5;10;5;0
06.май;0.26;0.34;01.апр;0.04;25;184;0.99216;мар.29;0.46;10.июл;5;0
06.июн;0.27;0.33;01.апр;0.042;24;183;0.99215;мар.29;0.46;10.июл;5;0
07.авг;0.19;0.32;07.апр;0.015;47;124;0.99278;фев.99;0.39;11;6;1
07.авг;0.2;0.32;5;0.016;31;101;0.99186;фев.99;0.39;11;6;1
06.янв;0.17;0.28;02.май;0.028;22;98;0.99072;мар.16;0.37;11.янв;7;1
07.апр;0.2;0.35;06.янв;0.025;10;40;0.99244;фев.79;0.52;10.сен;5;0
06.июл;0.39;0.24;02.июл;0.017;22;80;0.99084;03.мар;0.37;11.май;5;0
05.апр;0.46;0.15;02.янв;0.026;29;130;0.98953;мар.39;0.77;13.апр;8;1
06.сен;0.4;0.17;12.сен;0.033;59;186;0.99754;03.авг;0.49;09.апр;5;0
06.сен;0.4;0.17;12.сен;0.033;59;186;0.99754;03.авг;0.49;09.апр;5;0
06.сен;0.4;0.17;12.сен;0.033;59;186;0.99754;03.авг;0.49;09.апр;5;0
06.мар;0.24;0.29;13.июл;0.035;53;134;0.99567;мар.17;0.38;10.июн;6;1
06.сен;0.4;0.17;12.сен;0.033;59;186;0.99754;03.авг;0.49;09.апр;5;0
07.апр;0.27;0.31;02.апр;0.014;15;143;0.99094;03.мар;0.65;12;4;0
06.янв;0.27;0.28;09.авг;0.042;61;125;0.99532;мар.14;0.42;10.фев;6;1
06.мар;0.24;0.29;13.июл;0.035;53;134;0.99567;мар.17;0.38;10.июн;6;1
5;0.61;0.12;01.мар;0.009;65;100;0.9874;мар.26;0.37;13.май;5;0
06.июл;0.42;0.39;12.янв;0.04;61;248;0.99794;мар.31;0.58;09.июл;5;0
06.май;0.33;0.28;06.янв;0.018;41;103;0.99122;мар.24;0.32;12.фев;6;1
06.сен;0.33;0.31;07.июл;0.04;29;135;0.99226;03.ноя;0.57;12.мар;5;0
06.май;0.33;0.28;06.янв;0.018;41;103;0.99122;мар.24;0.32;12.фев;6;1
06.мар;0.15;0.3;01.апр;0.022;38;100;0.99099;мар.42;0.57;11.апр;7;1
06.май;0.32;0.45;07.июл;0.022;31;97;0.99134;03.фев;0.7;12.июл;7;1
06.июл;0.42;0.39;12.янв;0.04;61;248;0.99794;мар.31;0.58;09.июл;5;0
07.апр;0.25;0.29;06.авг;0.02;31;113;0.99338;мар.13;0.29;10.авг;6;1
07.июн;0.27;0.3;09.фев;0.018;23;96;0.9938;03.авг;0.29;11;6;1
06.апр;0.27;0.45;08.мар;0.05;52;196;0.9955;мар.18;0.48;09.май;5;0
06.май;0.25;0.27;17.апр;0.064;29;140;0.99776;03.фев;0.49;10.янв;6;1
05.июн;0.19;0.31;02.июл;0.027;11;100;0.98964;мар.46;0.4;13.фев;7;1
07.апр;0.29;0.48;12.авг;0.037;61.5;182;0.99808;03.фев;0.34;08.авг;5;0
06.апр;0.34;0.44;08.фев;0.043;54;201;0.99551;мар.18;0.48;09.май;5;0
06.июн;0.27;0.52;08.янв;0.044;53;202;0.99548;мар.18;0.48;09.май;5;0
06.июн;0.26;0.52;08.фев;0.047;52;191;0.99541;мар.16;0.47;09.май;6;1
06.апр;0.27;0.45;08.мар;0.05;52;196;0.9955;мар.18;0.48;09.май;5;0
06.май;0.26;0.5;8;0.051;46;197;0.99536;мар.18;0.47;09.май;5;0
06.авг;0.25;0.3;11.авг;0.043;53;133;0.99524;03.мар;0.58;10.апр;6;1
06.мар;0.32;0.26;12;0.049;63;170;0.9961;мар.14;0.55;09.сен;6;1
